ACCOUNT,SERVICE,VISIT
523684,CKING,1
523684,SVG,2
523684,SVG,3
523686,CKING,1
523686,SVG,2
523686,HMEQLC,3
523686,HMEQLC,4
523689,CKING,1
523689,MMDA,2
523689,MMDA,3
523690,CKING,1
523690,SVG,2
523690,ATM,3
523690,AUTO,4
523690,AUTO,5
523738,MMDA,1
523738,MMDA,2
523767,ATM,1
523767,ATM,2
523790,ATM,1
523790,ATM,2
523880,CKING,1
523880,SVG,2
523880,CCRD,3
523880,CCRD,4
523996,CKING,1
523996,ATM,2
523996,ATM,3
524136,CKING,1
524136,ATM,2
524136,ATM,3
524151,CKING,1
524151,SVG,2
524151,CKCRD,3
524151,CKCRD,4
524202,CKING,1
524202,SVG,2
524202,ATM,3
524202,ATM,4
524236,CKING,1
524236,MMDA,2
524236,SVG,3
524236,ATM,4
524236,ATM,5
524237,CKING,1
524237,SVG,2
524237,IRA,3
524237,IRA,4
524348,CKING,1
524348,HMEQLC,2
524348,HMEQLC,3
524356,CKING,1
524356,SVG,2
524356,SVG,3
524369,CKING,1
524369,CD,2
524369,CD,3
524448,CKING,1
524448,SVG,2
524448,SVG,3
524461,CKING,1
524461,ATM,2
524461,MTG,3
524461,AUTO,4
524461,AUTO,5
524472,SVG,1
524472,CD,2
524472,CD,3
524540,CKING,1
524540,SVG,2
524540,CD,3
524540,ATM,4
524540,HMEQLC,5
524540,HMEQLC,6
524613,CKING,1
524613,CKING,2
524633,CKING,1
524633,SVG,2
524633,ATM,3
524633,ATM,4
524759,CD,1
524759,CD,2
524777,CKING,1
524777,CKCRD,2
524777,CKCRD,3
525025,CKING,1
525025,SVG,2
525025,CD,3
525025,ATM,4
525025,TRUST,5
525025,AUTO,6
525025,AUTO,7
525030,CKING,1
525030,CKING,2
525052,CKING,1
525052,SVG,2
525052,ATM,3
525052,ATM,4
525058,CKING,1
525058,SVG,2
525058,CCRD,3
525058,PLOAN,4
525058,PLOAN,5
525176,CKING,1
525176,IRA,2
525176,ATM,3
525176,CCRD,4
525176,HMEQLC,5
525176,HMEQLC,6
525219,CKING,1
525219,MMDA,2
525219,SVG,3
525219,CKCRD,4
525219,CKCRD,5
525373,CKING,1
525373,MMDA,2
525373,ATM,3
525373,ATM,4
525396,CKING,1
525396,CKING,2
525430,CKING,1
525430,SVG,2
525430,ATM,3
525430,ATM,4
525521,CKING,1
525521,SVG,2
525521,HMEQLC,3
525521,CKCRD,4
525521,CKCRD,5
525686,CKING,1
525686,CD,2
525686,IRA,3
525686,ATM,4
525686,CCRD,5
525686,PLOAN,6
525686,PLOAN,7
525715,CKING,1
525715,MMDA,2
525715,SVG,3
525715,IRA,4
525715,ATM,5
525715,TRUST,6
525715,TRUST,7
525742,CKING,1
525742,SVG,2
525742,SVG,3
525749,CKING,1
525749,SVG,2
525749,CD,3
525749,ATM,4
525749,ATM,5
525781,CKING,1
525781,HMEQLC,2
525781,HMEQLC,3
525791,MMDA,1
525791,SVG,2
525791,SVG,3
525839,IRA,1
525839,IRA,2
525881,CKING,1
525881,SVG,2
525881,ATM,3
525881,HMEQLC,4
525881,MTG,5
525881,AUTO,6
525881,AUTO,7
525917,CKING,1
525917,CD,2
525917,IRA,3
525917,ATM,4
525917,ATM,5
525967,CKING,1
525967,MMDA,2
525967,MMDA,3
526010,CKING,1
526010,HMEQLC,2
526010,HMEQLC,3
526122,SVG,1
526122,SVG,2
526134,CKING,1
526134,ATM,2
526134,HMEQLC,3
526134,HMEQLC,4
526153,CKING,1
526153,SVG,2
526153,IRA,3
526153,ATM,4
526153,HMEQLC,5
526153,AUTO,6
526153,AUTO,7
526231,CKING,1
526231,SVG,2
526231,ATM,3
526231,MTG,4
526231,MTG,5
526232,CKING,1
526232,ATM,2
526232,ATM,3
526352,CKING,1
526352,SVG,2
526352,IRA,3
526352,CKCRD,4
526352,CKCRD,5
526382,SVG,1
526382,SVG,2
526477,CKING,1
526477,CD,2
526477,ATM,3
526477,CCRD,4
526477,HMEQLC,5
526477,TRUST,6
526477,TRUST,7
526540,CKING,1
526540,SVG,2
526540,ATM,3
526540,ATM,4
526551,CKING,1
526551,MMDA,2
526551,MMDA,3
526572,CKING,1
526572,SVG,2
526572,ATM,3
526572,ATM,4
526606,CKING,1
526606,SVG,2
526606,ATM,3
526606,ATM,4
526714,CKING,1
526714,SVG,2
526714,ATM,3
526714,CCRD,4
526714,CCRD,5
526727,CKING,1
526727,MMDA,2
526727,IRA,3
526727,ATM,4
526727,ATM,5
526843,CKING,1
526843,CKING,2
526877,CKING,1
526877,SVG,2
526877,HMEQLC,3
526877,HMEQLC,4
526903,CKING,1
526903,HMEQLC,2
526903,AUTO,3
526903,AUTO,4
527015,CKING,1
527015,SVG,2
527015,IRA,3
527015,ATM,4
527015,ATM,5
527043,CKING,1
527043,SVG,2
527043,ATM,3
527043,HMEQLC,4
527043,MTG,5
527043,MTG,6
527049,CKING,1
527049,SVG,2
527049,HMEQLC,3
527049,HMEQLC,4
527074,CKING,1
527074,SVG,2
527074,ATM,3
527074,ATM,4
527084,CKING,1
527084,CKING,2
527357,CKING,1
527357,SVG,2
527357,CKCRD,3
527357,CKCRD,4
527373,CKING,1
527373,CKING,2
527676,CKING,1
527676,SVG,2
527676,SVG,3
527689,CKING,1
527689,CKING,2
527704,CKING,1
527704,MMDA,2
527704,SVG,3
527704,SVG,4
527843,CKING,1
527843,SVG,2
527843,ATM,3
527843,ATM,4
527856,CKING,1
527856,SVG,2
527856,HMEQLC,3
527856,HMEQLC,4
527956,CKING,1
527956,SVG,2
527956,ATM,3
527956,MTG,4
527956,MTG,5
527959,CKING,1
527959,SVG,2
527959,SVG,3
528030,SVG,1
528030,CD,2
528030,CD,3
528060,CKING,1
528060,SVG,2
528060,HMEQLC,3
528060,CKCRD,4
528060,CKCRD,5
528149,CKING,1
528149,SVG,2
528149,HMEQLC,3
528149,HMEQLC,4
528211,CKING,1
528211,SVG,2
528211,SVG,3
528485,CKING,1
528485,SVG,2
528485,CD,3
528485,CCRD,4
528485,PLOAN,5
528485,CKCRD,6
528485,CKCRD,7
528593,CKING,1
528593,HMEQLC,2
528593,HMEQLC,3
528603,CKING,1
528603,CKING,2
528618,CKING,1
528618,SVG,2
528618,HMEQLC,3
528618,AUTO,4
528618,CKCRD,5
528618,CKCRD,6
528637,CKING,1
528637,SVG,2
528637,IRA,3
528637,HMEQLC,4
528637,HMEQLC,5
528642,CKING,1
528642,SVG,2
528642,CKCRD,3
528642,CKCRD,4
528645,CKING,1
528645,SVG,2
528645,CD,3
528645,IRA,4
528645,ATM,5
528645,ATM,6
528678,CKING,1
528678,ATM,2
528678,ATM,3
528772,CKING,1
528772,SVG,2
528772,CCRD,3
528772,CCRD,4
528774,CKING,1
528774,SVG,2
528774,CD,3
528774,CKCRD,4
528774,CKCRD,5
528817,CKING,1
528817,ATM,2
528817,ATM,3
528842,CKING,1
528842,CKING,2
528884,CKING,1
528884,CD,2
528884,CD,3
528941,CKING,1
528941,SVG,2
528941,SVG,3
529137,CKING,1
529137,SVG,2
529137,MTG,3
529137,MTG,4
529184,CKING,1
529184,SVG,2
529184,CD,3
529184,CCRD,4
529184,CCRD,5
529231,CKING,1
529231,SVG,2
529231,CCRD,3
529231,AUTO,4
529231,CKCRD,5
529231,CKCRD,6
529368,SVG,1
529368,SVG,2
529376,CKING,1
529376,SVG,2
529376,CD,3
529376,CCRD,4
529376,CKCRD,5
529376,CKCRD,6
529456,CKING,1
529456,SVG,2
529456,ATM,3
529456,HMEQLC,4
529456,HMEQLC,5
529546,CKING,1
529546,CD,2
529546,CCRD,3
529546,AUTO,4
529546,AUTO,5
529598,CKING,1
529598,SVG,2
529598,ATM,3
529598,MTG,4
529598,MTG,5
529621,CKING,1
529621,SVG,2
529621,SVG,3
529651,CKING,1
529651,SVG,2
529651,ATM,3
529651,ATM,4
529683,CKING,1
529683,MMDA,2
529683,SVG,3
529683,CD,4
529683,CD,5
529688,CKING,1
529688,MMDA,2
529688,SVG,3
529688,CCRD,4
529688,CCRD,5
529710,CKING,1
529710,SVG,2
529710,ATM,3
529710,HMEQLC,4
529710,HMEQLC,5
529744,CKING,1
529744,SVG,2
529744,SVG,3
529829,CKING,1
529829,SVG,2
529829,SVG,3
529917,CKING,1
529917,MMDA,2
529917,MMDA,3
530017,CKING,1
530017,SVG,2
530017,ATM,3
530017,CCRD,4
530017,CCRD,5
530044,CKING,1
530044,SVG,2
530044,IRA,3
530044,IRA,4
530057,CKING,1
530057,SVG,2
530057,CD,3
530057,CCRD,4
530057,MTG,5
530057,CKCRD,6
530057,CKCRD,7
530072,CKING,1
530072,SVG,2
530072,CD,3
530072,IRA,4
530072,ATM,5
530072,CCRD,6
530072,CCRD,7
530365,CKING,1
530365,SVG,2
530365,ATM,3
530365,ATM,4
530380,CKING,1
530380,SVG,2
530380,ATM,3
530380,ATM,4
530391,CKING,1
530391,SVG,2
530391,CCRD,3
530391,CKCRD,4
530391,CKCRD,5
530417,CKING,1
530417,CKING,2
530458,CKING,1
530458,SVG,2
530458,SVG,3
530550,CKING,1
530550,MMDA,2
530550,SVG,3
530550,SVG,4
530612,CKING,1
530612,AUTO,2
530612,AUTO,3
530640,CKING,1
530640,SVG,2
530640,SVG,3
530711,ATM,1
530711,ATM,2
530722,CKING,1
530722,MMDA,2
530722,CCRD,3
530722,CCRD,4
530793,CKING,1
530793,MMDA,2
530793,MMDA,3
530839,CKING,1
530839,SVG,2
530839,SVG,3
530887,MMDA,1
530887,MMDA,2
530960,CKING,1
530960,SVG,2
530960,SVG,3
530963,CKING,1
530963,SVG,2
530963,ATM,3
530963,HMEQLC,4
530963,PLOAN,5
530963,PLOAN,6
530969,SVG,1
530969,CD,2
530969,CD,3
531016,CKING,1
531016,HMEQLC,2
531016,MTG,3
531016,CKCRD,4
531016,CKCRD,5
531194,CKING,1
531194,SVG,2
531194,ATM,3
531194,HMEQLC,4
531194,HMEQLC,5
531198,CKING,1
531198,SVG,2
531198,ATM,3
531198,ATM,4
531259,CKING,1
531259,SVG,2
531259,CD,3
531259,ATM,4
531259,MTG,5
531259,AUTO,6
531259,AUTO,7
531299,CKING,1
531299,MMDA,2
531299,ATM,3
531299,HMEQLC,4
531299,HMEQLC,5
531474,CKING,1
531474,SVG,2
531474,CD,3
531474,IRA,4
531474,CCRD,5
531474,AUTO,6
531474,CKCRD,7
531474,CKCRD,8
531477,CKING,1
531477,MMDA,2
531477,SVG,3
531477,CD,4
531477,ATM,5
531477,HMEQLC,6
531477,HMEQLC,7
531494,CKING,1
531494,SVG,2
531494,CKCRD,3
531494,CKCRD,4
531599,CKING,1
531599,ATM,2
531599,ATM,3
531612,CKING,1
531612,SVG,2
531612,CD,3
531612,ATM,4
531612,ATM,5
531632,CKING,1
531632,CKING,2
531727,CKING,1
531727,MMDA,2
531727,CD,3
531727,CD,4
531746,CKING,1
531746,SVG,2
531746,CD,3
531746,CCRD,4
531746,CKCRD,5
531746,CKCRD,6
531759,CKING,1
531759,SVG,2
531759,CCRD,3
531759,CCRD,4
531876,CKING,1
531876,SVG,2
531876,CKCRD,3
531876,CKCRD,4
531943,CKING,1
531943,SVG,2
531943,ATM,3
531943,HMEQLC,4
531943,HMEQLC,5
531954,CKING,1
531954,ATM,2
531954,HMEQLC,3
531954,MTG,4
531954,MTG,5
532025,ATM,1
532025,ATM,2
532088,CKING,1
532088,SVG,2
532088,IRA,3
532088,HMEQLC,4
532088,CKCRD,5
532088,CKCRD,6
532097,CKING,1
532097,MMDA,2
532097,SVG,3
532097,ATM,4
532097,ATM,5
532101,CKING,1
532101,MMDA,2
532101,SVG,3
532101,CD,4
532101,CD,5
532168,CD,1
532168,CD,2
532310,CKING,1
532310,SVG,2
532310,ATM,3
532310,ATM,4
532393,CKING,1
532393,SVG,2
532393,ATM,3
532393,ATM,4
532540,CKING,1
532540,CKING,2
532594,CKING,1
532594,CKING,2
532700,CKING,1
532700,CD,2
532700,IRA,3
532700,IRA,4
532754,CKING,1
532754,SVG,2
532754,CD,3
532754,IRA,4
532754,IRA,5
532821,CKING,1
532821,SVG,2
532821,HMEQLC,3
532821,MTG,4
532821,MTG,5
532841,CKING,1
532841,CD,2
532841,AUTO,3
532841,AUTO,4
532865,CKING,1
532865,CKING,2
532871,CKING,1
532871,SVG,2
532871,CD,3
532871,CCRD,4
532871,CCRD,5
532960,CKING,1
532960,SVG,2
532960,CD,3
532960,HMEQLC,4
532960,HMEQLC,5
532972,CKING,1
532972,SVG,2
532972,CD,3
532972,CD,4
533096,CKING,1
533096,CD,2
533096,CD,3
533131,SVG,1
533131,SVG,2
533331,CKING,1
533331,SVG,2
533331,HMEQLC,3
533331,CKCRD,4
533331,CKCRD,5
533376,CKING,1
533376,SVG,2
533376,ATM,3
533376,ATM,4
533420,CKING,1
533420,SVG,2
533420,SVG,3
533453,CKING,1
533453,CKING,2
533707,CKING,1
533707,MMDA,2
533707,SVG,3
533707,CD,4
533707,CD,5
533801,CKING,1
533801,CKING,2
533896,CKING,1
533896,CCRD,2
533896,HMEQLC,3
533896,MTG,4
533896,CKCRD,5
533896,CKCRD,6
533941,CKING,1
533941,SVG,2
533941,CD,3
533941,ATM,4
533941,CCRD,5
533941,MTG,6
533941,MTG,7
533948,CKING,1
533948,MMDA,2
533948,SVG,3
533948,IRA,4
533948,ATM,5
533948,HMEQLC,6
533948,HMEQLC,7
534002,CKING,1
534002,SVG,2
534002,ATM,3
534002,ATM,4
534191,CKING,1
534191,SVG,2
534191,CD,3
534191,ATM,4
534191,ATM,5
534323,CKING,1
534323,SVG,2
534323,ATM,3
534323,ATM,4
534356,CKING,1
534356,SVG,2
534356,ATM,3
534356,ATM,4
534392,SVG,1
534392,SVG,2
534421,CKING,1
534421,SVG,2
534421,ATM,3
534421,HMEQLC,4
534421,HMEQLC,5
534423,CKING,1
534423,SVG,2
534423,IRA,3
534423,IRA,4
534480,CKING,1
534480,MMDA,2
534480,CD,3
534480,CD,4
534503,CKING,1
534503,SVG,2
534503,ATM,3
534503,ATM,4
534547,CKING,1
534547,SVG,2
534547,ATM,3
534547,ATM,4
534605,SVG,1
534605,CD,2
534605,CD,3
534690,ATM,1
534690,ATM,2
534706,CKING,1
534706,SVG,2
534706,ATM,3
534706,HMEQLC,4
534706,HMEQLC,5
534746,CKING,1
534746,SVG,2
534746,CD,3
534746,IRA,4
534746,CCRD,5
534746,HMEQLC,6
534746,MTG,7
534746,AUTO,8
534746,CKCRD,9
534746,CKCRD,10
534747,CKING,1
534747,SVG,2
534747,ATM,3
534747,ATM,4
534776,CKING,1
534776,ATM,2
534776,ATM,3
534797,CKING,1
534797,MMDA,2
534797,ATM,3
534797,ATM,4
534959,CKING,1
534959,ATM,2
534959,HMEQLC,3
534959,HMEQLC,4
534989,CKING,1
534989,SVG,2
534989,SVG,3
535015,CKING,1
535015,SVG,2
535015,CCRD,3
535015,CCRD,4
535036,CKING,1
535036,SVG,2
535036,SVG,3
535080,CKING,1
535080,SVG,2
535080,CD,3
535080,CKCRD,4
535080,CKCRD,5
535113,CKING,1
535113,MMDA,2
535113,ATM,3
535113,CCRD,4
535113,HMEQLC,5
535113,PLOAN,6
535113,AUTO,7
535113,AUTO,8
535121,CKING,1
535121,SVG,2
535121,AUTO,3
535121,AUTO,4
535131,CKING,1
535131,MMDA,2
535131,CCRD,3
535131,TRUST,4
535131,TRUST,5
535280,CKING,1
535280,ATM,2
535280,CCRD,3
535280,CCRD,4
535304,CKING,1
535304,SVG,2
535304,ATM,3
535304,HMEQLC,4
535304,HMEQLC,5
535330,CKING,1
535330,ATM,2
535330,AUTO,3
535330,AUTO,4
535435,CKING,1
535435,SVG,2
535435,SVG,3
535446,SVG,1
535446,SVG,2
535493,CKING,1
535493,SVG,2
535493,HMEQLC,3
535493,HMEQLC,4
535573,CKING,1
535573,SVG,2
535573,ATM,3
535573,ATM,4
535575,CKING,1
535575,SVG,2
535575,ATM,3
535575,ATM,4
535614,CKING,1
535614,SVG,2
535614,ATM,3
535614,HMEQLC,4
535614,HMEQLC,5
535715,CKING,1
535715,CD,2
535715,CD,3
535742,CKING,1
535742,MMDA,2
535742,SVG,3
535742,CD,4
535742,ATM,5
535742,AUTO,6
535742,AUTO,7
535812,CKING,1
535812,SVG,2
535812,CKCRD,3
535812,CKCRD,4
535834,CKING,1
535834,SVG,2
535834,ATM,3
535834,ATM,4
535894,CKING,1
535894,SVG,2
535894,ATM,3
535894,ATM,4
535897,CKING,1
535897,MMDA,2
535897,ATM,3
535897,TRUST,4
535897,TRUST,5
535927,CKING,1
535927,SVG,2
535927,ATM,3
535927,CCRD,4
535927,HMEQLC,5
535927,HMEQLC,6
536074,CKING,1
536074,ATM,2
536074,ATM,3
536095,CKING,1
536095,CD,2
536095,ATM,3
536095,ATM,4
536433,CKING,1
536433,SVG,2
536433,ATM,3
536433,ATM,4
536597,CKING,1
536597,SVG,2
536597,ATM,3
536597,CCRD,4
536597,CCRD,5
536599,CKING,1
536599,MMDA,2
536599,SVG,3
536599,IRA,4
536599,CCRD,5
536599,HMEQLC,6
536599,CKCRD,7
536599,CKCRD,8
536707,CKING,1
536707,SVG,2
536707,CD,3
536707,CKCRD,4
536707,CKCRD,5
536756,CKING,1
536756,SVG,2
536756,SVG,3
536796,CKING,1
536796,MMDA,2
536796,SVG,3
536796,CD,4
536796,IRA,5
536796,IRA,6
536843,CKING,1
536843,AUTO,2
536843,CKCRD,3
536843,CKCRD,4
536938,SVG,1
536938,SVG,2
537106,CKING,1
537106,MMDA,2
537106,MMDA,3
537123,AUTO,1
537123,AUTO,2
537185,CKING,1
537185,SVG,2
537185,ATM,3
537185,ATM,4
537194,CKING,1
537194,CD,2
537194,CD,3
537349,CKING,1
537349,SVG,2
537349,ATM,3
537349,ATM,4
537359,CKING,1
537359,SVG,2
537359,SVG,3
537443,CKING,1
537443,SVG,2
537443,SVG,3
537522,CKING,1
537522,SVG,2
537522,CD,3
537522,ATM,4
537522,ATM,5
537674,CKING,1
537674,ATM,2
537674,ATM,3
537677,CKING,1
537677,SVG,2
537677,CD,3
537677,CD,4
537698,CKING,1
537698,SVG,2
537698,SVG,3
537827,CKING,1
537827,MMDA,2
537827,SVG,3
537827,CD,4
537827,IRA,5
537827,IRA,6
537857,CKING,1
537857,SVG,2
537857,CCRD,3
537857,CKCRD,4
537857,CKCRD,5
538020,CKING,1
538020,SVG,2
538020,CD,3
538020,CD,4
538110,CKING,1
538110,SVG,2
538110,ATM,3
538110,ATM,4
538249,CKING,1
538249,MMDA,2
538249,ATM,3
538249,MTG,4
538249,MTG,5
538282,CKING,1
538282,SVG,2
538282,SVG,3
538322,CKING,1
538322,MMDA,2
538322,SVG,3
538322,SVG,4
538349,CKING,1
538349,SVG,2
538349,SVG,3
538393,CKING,1
538393,MMDA,2
538393,TRUST,3
538393,TRUST,4
538419,CKING,1
538419,SVG,2
538419,ATM,3
538419,ATM,4
538459,CKING,1
538459,SVG,2
538459,ATM,3
538459,ATM,4
538471,IRA,1
538471,IRA,2
538584,SVG,1
538584,SVG,2
538609,CKING,1
538609,SVG,2
538609,ATM,3
538609,HMEQLC,4
538609,MTG,5
538609,MTG,6
538649,CKING,1
538649,SVG,2
538649,SVG,3
538696,CKING,1
538696,CD,2
538696,CD,3
538758,CD,1
538758,CD,2
538764,CKING,1
538764,SVG,2
538764,ATM,3
538764,ATM,4
538801,CKING,1
538801,SVG,2
538801,ATM,3
538801,ATM,4
538845,CKING,1
538845,CKCRD,2
538845,CKCRD,3
538975,CKING,1
538975,SVG,2
538975,ATM,3
538975,ATM,4
539077,CKING,1
539077,MMDA,2
539077,SVG,3
539077,CD,4
539077,ATM,5
539077,ATM,6
539206,CKING,1
539206,SVG,2
539206,CD,3
539206,ATM,4
539206,ATM,5
539235,CKING,1
539235,SVG,2
539235,ATM,3
539235,AUTO,4
539235,AUTO,5
539248,CKING,1
539248,ATM,2
539248,MTG,3
539248,MTG,4
539276,CKING,1
539276,MMDA,2
539276,ATM,3
539276,CCRD,4
539276,HMEQLC,5
539276,HMEQLC,6
539334,CKING,1
539334,MMDA,2
539334,ATM,3
539334,TRUST,4
539334,TRUST,5
539447,CKING,1
539447,CD,2
539447,ATM,3
539447,TRUST,4
539447,TRUST,5
539454,CKING,1
539454,MMDA,2
539454,IRA,3
539454,CCRD,4
539454,CKCRD,5
539454,CKCRD,6
539528,CKING,1
539528,IRA,2
539528,IRA,3
539589,SVG,1
539589,SVG,2
539598,CKING,1
539598,SVG,2
539598,ATM,3
539598,AUTO,4
539598,AUTO,5
539719,CKING,1
539719,MMDA,2
539719,MMDA,3
539736,CKING,1
539736,SVG,2
539736,SVG,3
539740,CKING,1
539740,SVG,2
539740,ATM,3
539740,ATM,4
539752,SVG,1
539752,SVG,2
539943,CKING,1
539943,CCRD,2
539943,HMEQLC,3
539943,MTG,4
539943,MTG,5
539956,SVG,1
539956,SVG,2
540029,CKING,1
540029,SVG,2
540029,SVG,3
540058,CKING,1
540058,PLOAN,2
540058,CKCRD,3
540058,CKCRD,4
540087,CKING,1
540087,MMDA,2
540087,SVG,3
540087,SVG,4
540158,CKING,1
540158,SVG,2
540158,ATM,3
540158,ATM,4
540194,CKING,1
540194,SVG,2
540194,CD,3
540194,CD,4
540249,CKING,1
540249,SVG,2
540249,IRA,3
540249,ATM,4
540249,ATM,5
540251,CKING,1
540251,SVG,2
540251,ATM,3
540251,ATM,4
540267,CKING,1
540267,SVG,2
540267,ATM,3
540267,CCRD,4
540267,CCRD,5
540320,CKING,1
540320,CKING,2
540331,CKING,1
540331,MMDA,2
540331,SVG,3
540331,CCRD,4
540331,HMEQLC,5
540331,AUTO,6
540331,CKCRD,7
540331,CKCRD,8
540344,CKING,1
540344,SVG,2
540344,CD,3
540344,ATM,4
540344,ATM,5
540377,CKING,1
540377,MMDA,2
540377,MMDA,3
540444,CKING,1
540444,SVG,2
540444,ATM,3
540444,ATM,4
540465,CKING,1
540465,IRA,2
540465,CCRD,3
540465,CCRD,4
540518,CKING,1
540518,SVG,2
540518,SVG,3
540730,CKING,1
540730,ATM,2
540730,ATM,3
540743,CKING,1
540743,CKING,2
540901,CKING,1
540901,ATM,2
540901,ATM,3
540928,CKING,1
540928,MMDA,2
540928,CD,3
540928,IRA,4
540928,IRA,5
541121,CKING,1
541121,MMDA,2
541121,ATM,3
541121,ATM,4
541138,CKING,1
541138,SVG,2
541138,ATM,3
541138,HMEQLC,4
541138,HMEQLC,5
541215,CKING,1
541215,SVG,2
541215,ATM,3
541215,ATM,4
541274,CKING,1
541274,MMDA,2
541274,CCRD,3
541274,CCRD,4
541378,CKING,1
541378,ATM,2
541378,HMEQLC,3
541378,AUTO,4
541378,AUTO,5
541421,CKING,1
541421,SVG,2
541421,CD,3
541421,CD,4
541478,CD,1
541478,CD,2
541590,CKING,1
541590,SVG,2
541590,ATM,3
541590,ATM,4
541609,SVG,1
541609,SVG,2
541657,CKING,1
541657,SVG,2
541657,ATM,3
541657,HMEQLC,4
541657,MTG,5
541657,AUTO,6
541657,AUTO,7
541693,CKING,1
541693,SVG,2
541693,CD,3
541693,IRA,4
541693,HMEQLC,5
541693,PLOAN,6
541693,PLOAN,7
541709,CKING,1
541709,SVG,2
541709,ATM,3
541709,CCRD,4
541709,MTG,5
541709,MTG,6
541730,CKING,1
541730,ATM,2
541730,CCRD,3
541730,CCRD,4
541875,CKING,1
541875,SVG,2
541875,SVG,3
542143,CKING,1
542143,SVG,2
542143,ATM,3
542143,HMEQLC,4
542143,HMEQLC,5
542144,CKING,1
542144,SVG,2
542144,ATM,3
542144,HMEQLC,4
542144,MTG,5
542144,MTG,6
542149,SVG,1
542149,SVG,2
542173,CKING,1
542173,SVG,2
542173,ATM,3
542173,AUTO,4
542173,AUTO,5
542254,CKING,1
542254,SVG,2
542254,CKCRD,3
542254,CKCRD,4
542338,CKING,1
542338,SVG,2
542338,CD,3
542338,MTG,4
542338,MTG,5
542378,CD,1
542378,CD,2
542415,CKING,1
542415,CKCRD,2
542415,CKCRD,3
542458,CKING,1
542458,SVG,2
542458,CD,3
542458,ATM,4
542458,ATM,5
542477,SVG,1
542477,SVG,2
542483,CKING,1
542483,MMDA,2
542483,SVG,3
542483,CD,4
542483,TRUST,5
542483,TRUST,6
542532,CKING,1
542532,MMDA,2
542532,SVG,3
542532,ATM,4
542532,ATM,5
542549,CKING,1
542549,IRA,2
542549,ATM,3
542549,ATM,4
542567,CKING,1
542567,SVG,2
542567,ATM,3
542567,MTG,4
542567,MTG,5
542789,CKING,1
542789,CD,2
542789,ATM,3
542789,HMEQLC,4
542789,MTG,5
542789,MTG,6
542866,CKING,1
542866,MMDA,2
542866,MMDA,3
542955,CKING,1
542955,MMDA,2
542955,SVG,3
542955,SVG,4
542972,CKING,1
542972,SVG,2
542972,CD,3
542972,CD,4
542976,CCRD,1
542976,CCRD,2
542984,CKING,1
542984,CD,2
542984,CD,3
542995,CKING,1
542995,CD,2
542995,CD,3
543037,CKING,1
543037,SVG,2
543037,ATM,3
543037,CCRD,4
543037,HMEQLC,5
543037,HMEQLC,6
543410,CKING,1
543410,SVG,2
543410,CCRD,3
543410,CCRD,4
543432,SVG,1
543432,SVG,2
543520,CKING,1
543520,SVG,2
543520,ATM,3
543520,PLOAN,4
543520,PLOAN,5
543563,CKING,1
543563,ATM,2
543563,MTG,3
543563,MTG,4
543729,CKING,1
543729,SVG,2
543729,ATM,3
543729,HMEQLC,4
543729,HMEQLC,5
543730,CKING,1
543730,CCRD,2
543730,MTG,3
543730,CKCRD,4
543730,CKCRD,5
544056,CKING,1
544056,MMDA,2
544056,SVG,3
544056,TRUST,4
544056,TRUST,5
544059,SVG,1
544059,CD,2
544059,CD,3
544072,CKING,1
544072,MMDA,2
544072,SVG,3
544072,IRA,4
544072,CCRD,5
544072,HMEQLC,6
544072,TRUST,7
544072,CKCRD,8
544072,CKCRD,9
544085,CKING,1
544085,HMEQLC,2
544085,HMEQLC,3
544130,CKING,1
544130,SVG,2
544130,CKCRD,3
544130,CKCRD,4
544132,CCRD,1
544132,CCRD,2
544221,CKING,1
544221,CD,2
544221,ATM,3
544221,ATM,4
544258,CKING,1
544258,CD,2
544258,CD,3
544293,CD,1
544293,CD,2
544294,CKING,1
544294,MMDA,2
544294,IRA,3
544294,IRA,4
544380,CKING,1
544380,SVG,2
544380,SVG,3
544397,CKING,1
544397,SVG,2
544397,CD,3
544397,ATM,4
544397,HMEQLC,5
544397,HMEQLC,6
544415,CKING,1
544415,SVG,2
544415,IRA,3
544415,ATM,4
544415,CCRD,5
544415,MTG,6
544415,PLOAN,7
544415,AUTO,8
544415,AUTO,9
544469,SVG,1
544469,SVG,2
544529,CKING,1
544529,ATM,2
544529,MTG,3
544529,MTG,4
544546,CKING,1
544546,ATM,2
544546,ATM,3
544582,CKING,1
544582,SVG,2
544582,ATM,3
544582,MTG,4
544582,MTG,5
544671,CKING,1
544671,SVG,2
544671,SVG,3
544689,CKING,1
544689,SVG,2
544689,ATM,3
544689,ATM,4
544817,CKING,1
544817,CD,2
544817,CD,3
544874,CKING,1
544874,MMDA,2
544874,SVG,3
544874,CD,4
544874,ATM,5
544874,ATM,6
544930,CKING,1
544930,SVG,2
544930,CD,3
544930,CCRD,4
544930,HMEQLC,5
544930,MTG,6
544930,AUTO,7
544930,CKCRD,8
544930,CKCRD,9
544941,CKING,1
544941,MMDA,2
544941,SVG,3
544941,CD,4
544941,CD,5
545007,CKING,1
545007,SVG,2
545007,ATM,3
545007,AUTO,4
545007,AUTO,5
545010,CKING,1
545010,SVG,2
545010,CD,3
545010,CD,4
545115,ATM,1
545115,ATM,2
545158,MMDA,1
545158,AUTO,2
545158,AUTO,3
545321,CKING,1
545321,SVG,2
545321,CKCRD,3
545321,CKCRD,4
545335,CKING,1
